Frase;Dialecto;Lugar;Verbo
ilea luzatzen zaidanean karakol geratzen zaizkit bekoki gainean;Erdialdekoa;Orexa;False
ilea luzatzen zaidanean marrakallu geratzen zaizkit bekoki gainean;Erdialdekoa;Orio;False
ilea luzatzen zaidanean karakol geratzen zaizkit bekoki gainean;Mendebaldekoa;Orozko;False
ilea luzatzen zaidanean barraskillo geratzen zaizkit bekoki gainean;Mendebaldekoa;Orozko;False
ilea luzatzen zaidanean karakol geratzen zaizkit bekoki gainean;Mendebaldekoa;Otxandio;False
ilea luzatzen zaidanean kakoil geratzen zaizkit bekoki gainean;Zuberotarra;Pagola;False
ilea luzatzen zaidanean kakoila geratzen zaizkit bekoki gainean;Zuberotarra;Pagola;False
ilea luzatzen zaidanean karakol geratzen zaizkit bekoki gainean;Erdialdekoa;Pasaia;False
ilea luzatzen zaidanean kakoil geratzen zaizkit bekoki gainean;Zuberotarra;Santa Grazi;False
ilea luzatzen zaidanean barekurkull geratzen zaizkit bekoki gainean;Nafar-Lapurtarra;Sara;False
ilea luzatzen zaidanean barekukula geratzen zaizkit bekoki gainean;Nafar-Lapurtarra;Senpere;False
ilea luzatzen zaidanean kakoil geratzen zaizkit bekoki gainean;Zuberotarra;Sohüta;False
ilea luzatzen zaidanean karakol geratzen zaizkit bekoki gainean;Mendebaldekoa;Sondika;False
ilea luzatzen zaidanean karakol geratzen zaizkit bekoki gainean;Nafarra;Suarbe;False
ilea luzatzen zaidanean karakol geratzen zaizkit bekoki gainean;Nafarra;Sunbilla;False
ilea luzatzen zaidanean karakol geratzen zaizkit bekoki gainean;Erdialdekoa;Tolosa;False
ilea luzatzen zaidanean karakol geratzen zaizkit bekoki gainean;Nafar-Lapurtarra;Uharte Garazi;False
ilea luzatzen zaidanean kakol geratzen zaizkit bekoki gainean;Nafarra;Urdiain;False
ilea luzatzen zaidanean kaakola geratzen zaizkit bekoki gainean;Nafarra;Urdiain;False
ilea luzatzen zaidanean kakoil geratzen zaizkit bekoki gainean;Zuberotarra;Urdiñarbe;False
ilea luzatzen zaidanean karakoil geratzen zaizkit bekoki gainean;Nafar-Lapurtarra;Urketa;False
ilea luzatzen zaidanean karakol geratzen zaizkit bekoki gainean;Erdialdekoa;Urretxu;False
ilea luzatzen zaidanean kakoil geratzen zaizkit bekoki gainean;Zuberotarra;Ürrüstoi;False
ilea luzatzen zaidanean karakoil geratzen zaizkit bekoki gainean;Nafar-Lapurtarra;Uztaritze;False
ilea luzatzen zaidanean barekorkoil geratzen zaizkit bekoki gainean;Nafar-Lapurtarra;Uztaritze;False
ilea luzatzen zaidanean karakol geratzen zaizkit bekoki gainean;Mendebaldekoa;Zaratamo;False
ilea luzatzen zaidanean karakol geratzen zaizkit bekoki gainean;Mendebaldekoa;Zeanuri;False
ilea luzatzen zaidanean karakol geratzen zaizkit bekoki gainean;Mendebaldekoa;Zeberio;False
ilea luzatzen zaidanean karakol geratzen zaizkit bekoki gainean;Erdialdekoa;Zegama;False
ilea luzatzen zaidanean karakole geratzen zaizkit bekoki gainean;Nafarra;Zilbeti;False
ilea luzatzen zaidanean karakol geratzen zaizkit bekoki gainean;Mendebaldekoa;Zornotza;False
ilea luzatzen zaidanean karakol geratzen zaizkit bekoki gainean;Nafarra;Zugarramurdi;False
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Ahetze;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Erdialdekoa;Aia;True
lupu pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Aldude;True
armimau pizten dugunean, gelak askoz ere ederragoa ematen du;Nafarra;Alkotz;True
añharba pizten dügunean, gelak askoz ere ederragoa ematen dü;Zuberotarra;Altzai;True
añharba pizten dügunean, gelak askoz ere ederragoa ematen dü;Zuberotarra;Altzürükü;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Erdialdekoa;Amezketa;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Erdialdekoa;Andoain;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafarra;Aniz;True
amarratz pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Aramaio;True
amarratz pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Araotz (Oñati);True
armiarma pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Araotz (Oñati);True
armimora pizten dugunean, gelak askoz ere ederragoa ematen du;Nafarra;Arbizu;True
lipu pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Armendaritze;True
armimau pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Armendaritze;True
armimau pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Armendaritze;True
lipu pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Arnegi;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Arrangoitze;True
marmaila pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Arrangoitze;True
amarratz pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Arrasate;True
miarma pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Arrazola (Atxondo);True
miarma pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Arrazola (Atxondo);True
aramu pizten deugunean, gelak askoz ere ederragoa ematen deu;Mendebaldekoa;Arrieta;True
tardaña pizten dügunean, gelak askoz ere ederragoa ematen dü;Nafar-Lapurtarra;Arrueta;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Erdialdekoa;Asteasu;True
armiarma pizten dogunean, gelak askoz ere ederragoa ematen do;Erdialdekoa;Ataun;True
armiarma pizten dogunean, gelak askoz ere ederragoa ematen do;Erdialdekoa;Ataun;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Azkaine;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Erdialdekoa;Azkoitia;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Erdialdekoa;Azpeitia;True
lupu pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Baigorri;True
araña pizten deugunean, gelak askoz ere ederragoa ematen deu;Mendebaldekoa;Bakio;True
tardaña pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Bardoze;True
tardaña pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Bardoze;True
añharba pizten dügunean, gelak askoz ere ederragoa ematen dü;Zuberotarra;Barkoxe;True
tardaña pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Bastida;True
armiarma pizten dogunean, gelak askoz ere ederragoa ematen do;Erdialdekoa;Beasain;True
lipu pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Behorlegi;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Erdialdekoa;Beizama;True
miarma pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Bergara;True
araña pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Bermeo;True
miarma pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Berriz;True
amaraun pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Berriz;True
armiarma pizten dogunean, gelak askoz ere ederragoa ematen do;Nafarra;Beruete;True
armiarma pizten dogunean, gelak askoz ere ederragoa ematen do;Nafarra;Beruete;True
tardaña pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Beskoitze;True
amu pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Bidarrai;True
aramu pizten deugunean, gelak askoz ere ederragoa ematen deu;Mendebaldekoa;Busturia;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Mendebaldekoa;Deba;True
araña pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Dima;True
abaña pizten dügunean, gelak askoz ere ederragoa ematen dü;Zuberotarra;Domintxaine;True
añharba pizten dügunean, gelak askoz ere ederragoa ematen dü;Zuberotarra;Domintxaine;True
añharba pizten dügunean, gelak askoz ere ederragoa ematen dü;Zuberotarra;Domintxaine;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafarra;Donamaria;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Donibane Lohizune;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Donibane Lohizune;True
almimoro pizten dogunean, gelak askoz ere ederragoa ematen do;Nafarra;Dorrao / Torrano;True
masma pizten deugunean, gelak askoz ere ederragoa ematen deu;Mendebaldekoa;Elantxobe;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Erdialdekoa;Elduain;True
marasma pizten deugunean, gelak askoz ere ederragoa ematen deu;Mendebaldekoa;Elgoibar;True
miarma pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Elorrio;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Erdialdekoa;Errezil;True
aramu pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Errigoiti;True
añharba pizten dügunean, gelak askoz ere ederragoa ematen dü;Zuberotarra;Eskiula;True
armiarma pizten dogunean, gelak askoz ere ederragoa ematen do;Nafarra;Etxalar;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafarra;Etxaleku;True
armiarma pizten dogunean, gelak askoz ere ederragoa ematen do;Nafarra;Etxarri (Larraun);True
armimau pizten dugunean, gelak askoz ere ederragoa ematen du;Nafarra;Eugi;True
armiarma pizten dogunean, gelak askoz ere ederragoa ematen do;Erdialdekoa;Ezkio-Itsaso;True
armiarma pizten dogunean, gelak askoz ere ederragoa ematen do;Nafarra;Ezkurra;True
lipu pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Ezterenzubi;True
armiarma pizten dogunean, gelak askoz ere ederragoa ematen do;Nafarra;Gaintza;True
lipu pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Gamarte;True
lipu pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Gamarte;True
aramu pizten deugunean, gelak askoz ere ederragoa ematen deu;Mendebaldekoa;Gamiz-Fika;True
armiarma pizten deugunean, gelak askoz ere ederragoa ematen deu;Mendebaldekoa;Gamiz-Fika;True
tardaña pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Garrüze;True
lipu pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Garrüze;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Erdialdekoa;Getaria;True
araña pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Getxo;True
marasma pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Gizaburuaga;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafarra;Goizueta;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Hazparne;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Hendaia;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Erdialdekoa;Hondarribia;True
aramu pizten deugunean, gelak askoz ere ederragoa ematen deu;Mendebaldekoa;Ibarruri (Muxika);True
armiarma pizten dogunean, gelak askoz ere ederragoa ematen do;Nafarra;Igoa;True
armiarma pizten dogunean, gelak askoz ere ederragoa ematen do;Nafarra;Igoa;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Erdialdekoa;Ikaztegieta;True
armimau pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Irisarri;True
bipu pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Irisarri;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Itsasu;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Izturitze;True
añamorma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafarra;Jaurrieta;True
allamorma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafarra;Jaurrieta;True
lipu pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Jutsi;True
asmasara pizten deugunean, gelak askoz ere ederragoa ematen deu;Mendebaldekoa;Kortezubi;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Landibarre;True
araña pizten deugunean, gelak askoz ere ederragoa ematen deu;Mendebaldekoa;Larrabetzu;True
aramu pizten deugunean, gelak askoz ere ederragoa ematen deu;Mendebaldekoa;Larrabetzu;True
añharba pizten dügunean, gelak askoz ere ederragoa ematen dü;Zuberotarra;Larraine;True
lipu pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Larzabale;True
araña pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Laukiz;True
armiarma pizten dogunean, gelak askoz ere ederragoa ematen do;Erdialdekoa;Legazpi;True
amarratz pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Leintz Gatzaga;True
araña pizten deugunean, gelak askoz ere ederragoa ematen deu;Mendebaldekoa;Leioa;True
armiarma pizten dogunean, gelak askoz ere ederragoa ematen do;Nafarra;Leitza;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafarra;Lekaroz;True
marasma pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Lekeitio;True
araña pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Lemoa;True
araña pizten deugunean, gelak askoz ere ederragoa ematen deu;Mendebaldekoa;Lemoiz;True
lipu pizten dugunean, gelak askoz ere ederragoa ematen du;Nafarra;Luzaide / Valcarlos;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Makea;True
miarma pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Mañaria;True
armiarma pizten deugunean, gelak askoz ere ederragoa ematen deu;Mendebaldekoa;Mendaro;True
aramu pizten deugunean, gelak askoz ere ederragoa ematen deu;Mendebaldekoa;Mendata;True
amañ pizten dügunean, gelak askoz ere ederragoa ematen dü;Zuberotarra;Montori;True
añharba pizten dügunean, gelak askoz ere ederragoa ematen dü;Zuberotarra;Montori;True
arrañó pizten dügunean, gelak askoz ere ederragoa ematen dü;Zuberotarra;Montori;True
tardaña pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Mugerre;True
araña pizten deugunean, gelak askoz ere ederragoa ematen deu;Mendebaldekoa;Mungia;True
armiarma pizten dogunean, gelak askoz ere ederragoa ematen do;Nafarra;Oderitz;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Erdialdekoa;Oiartzun;True
armiarma pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Oñati;True
marasma pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Ondarroa;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Erdialdekoa;Orexa;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Erdialdekoa;Orio;True
samorru pizten dugunean, gelak askoz ere ederragoa ematen du;Erdialdekoa;Orio;True
araña pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Orozko;True
aramu pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Orozko;True
araña pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Otxandio;True
añharba pizten dügunean, gelak askoz ere ederragoa ematen dü;Zuberotarra;Pagola;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Erdialdekoa;Pasaia;True
añharba pizten dügunean, gelak askoz ere ederragoa ematen dü;Zuberotarra;Santa Grazi;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Sara;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Senpere;True
marmaila pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Senpere;True
añharba pizten dügunean, gelak askoz ere ederragoa ematen dü;Zuberotarra;Sohüta;True
araña pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Sondika;True
armimau pizten dugunean, gelak askoz ere ederragoa ematen du;Nafarra;Suarbe;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafarra;Sunbilla;True
bakalloko asto pizten dugunean, gelak askoz ere ederragoa ematen du;Nafarra;Sunbilla;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Erdialdekoa;Tolosa;True
lipu pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Uharte Garazi;True
imirrimau pizten daugunean, gelak askoz ere ederragoa ematen dau;Nafarra;Urdiain;True
añharba pizten dügunean, gelak askoz ere ederragoa ematen dü;Zuberotarra;Urdiñarbe;True
tardaña pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Urketa;True
armiarma pizten dogunean, gelak askoz ere ederragoa ematen do;Erdialdekoa;Urretxu;True
añharba pizten dügunean, gelak askoz ere ederragoa ematen dü;Zuberotarra;Ürrüstoi;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafar-Lapurtarra;Uztaritze;True
araña pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Zaratamo;True
araña pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Zeanuri;True
araña pizten daugunean, gelak askoz ere ederragoa ematen dau;Mendebaldekoa;Zeberio;True
armiarma pizten dogunean, gelak askoz ere ederragoa ematen do;Erdialdekoa;Zegama;True
armamilo pizten dugunean, gelak askoz ere ederragoa ematen du;Nafarra;Zilbeti;True
armamilo pizten dugunean, gelak askoz ere ederragoa ematen du;Nafarra;Zilbeti;True
aramu pizten deugunean, gelak askoz ere ederragoa ematen deu;Mendebaldekoa;Zornotza;True
miarma pizten deugunean, gelak askoz ere ederragoa ematen deu;Mendebaldekoa;Zornotza;True
armiarma pizten dugunean, gelak askoz ere ederragoa ematen du;Nafarra;Zugarramurdi;True
dendan gona oparitu didate, ehunak marmalo zituelako;Nafar-Lapurtarra;Ahetze;False
dendan gona oparitu didate, ehunak kakamarlo zituelako;Nafar-Lapurtarra;Aldude;False
dendan gona oparitu didate, ehunak eskarabajo zituelako;Nafarra;Alkotz;False
dendan gona oparitu didate, ehunak kakabarbalot zituelako;Zuberotarra;Altzai;False
dendan gona oparitu didate, ehunak kakabarbalot zituelako;Zuberotarra;Altzürükü;False
dendan gona oparitu didate, ehunak kakalardo zituelako;Erdialdekoa;Amezketa;False
dendan gona oparitu didate, ehunak kakalardo zituelako;Erdialdekoa;Andoain;False
dendan gona oparitu didate, ehunak mokotarro zituelako;Erdialdekoa;Andoain;False
dendan gona oparitu didate, ehunak karamarro malo zituelako;Mendebaldekoa;Aramaio;False
dendan gona oparitu didate, ehunak eskarabajo zituelako;Mendebaldekoa;Aramaio;False
dendan gona oparitu didate, ehunak maloka zituelako;Mendebaldekoa;Araotz (Oñati);False
dendan gona oparitu didate, ehunak eskarabajo zituelako;Nafarra;Arbizu;False
dendan gona oparitu didate, ehunak zikilimarro zituelako;Nafar-Lapurtarra;Arnegi;False
dendan gona oparitu didate, ehunak arkamelu zituelako;Nafar-Lapurtarra;Arrangoitze;False
dendan gona oparitu didate, ehunak karramarro zituelako;Mendebaldekoa;Arrasate;False
dendan gona oparitu didate, ehunak eskarabajo zituelako;Mendebaldekoa;Arrieta;False
dendan gona oparitu didate, ehunak kakalardo zituelako;Erdialdekoa;Asteasu;False
dendan gona oparitu didate, ehunak patatazomorro zituelako;Erdialdekoa;Asteasu;False
dendan gona oparitu didate, ehunak kakalardo zituelako;Erdialdekoa;Ataun;False
dendan gona oparitu didate, ehunak kakamerlo zituelako;Nafar-Lapurtarra;Azkaine;False
dendan gona oparitu didate, ehunak kakalardo zituelako;Erdialdekoa;Azpeitia;False
dendan gona oparitu didate, ehunak eskarabajo zituelako;Mendebaldekoa;Bakio;False
dendan gona oparitu didate, ehunak barbalot zituelako;Zuberotarra;Barkoxe;False
dendan gona oparitu didate, ehunak kakalardo zituelako;Erdialdekoa;Beasain;False
dendan gona oparitu didate, ehunak karkamalo zituelako;Nafar-Lapurtarra;Behorlegi;False
dendan gona oparitu didate, ehunak kakalardo zituelako;Mendebaldekoa;Bergara;False
dendan gona oparitu didate, ehunak kakalardo zituelako;Mendebaldekoa;Berriz;False
dendan gona oparitu didate, ehunak eskarabajo zituelako;Nafarra;Beruete;False
dendan gona oparitu didate, ehunak kakalardo zituelako;Nafarra;Beruete;False
dendan gona oparitu didate, ehunak kakamarlo zituelako;Nafar-Lapurtarra;Beskoitze;False
dendan gona oparitu didate, ehunak karrakaldo zituelako;Mendebaldekoa;Dima;False
dendan gona oparitu didate, ehunak karramarro zituelako;Mendebaldekoa;Dima;False
dendan gona oparitu didate, ehunak kakarraldo zituelako;Nafarra;Donamaria;False
dendan gona oparitu didate, ehunak zapobeltz zituelako;Nafarra;Dorrao / Torrano;False
dendan gona oparitu didate, ehunak eskarabajo zituelako;Mendebaldekoa;Elantxobe;False
dendan gona oparitu didate, ehunak kakalardo zituelako;Erdialdekoa;Elduain;False
dendan gona oparitu didate, ehunak mokotarro zituelako;Erdialdekoa;Elduain;False
