;Index;Tema;Pregunta;Lugar;Lema;Respuesta;Respuesta(Fon);Provincia;Dialectos;PalabraBase
170716;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Etxarri (Larraun);alábak;alábak;;Nafarroa;Nafarra;hija
170717;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Etxarri (Larraun);álabák;álabák;;Nafarroa;Nafarra;hija
170720;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Eugi;alábak;alábak;;Nafarroa;Nafarra;hija
170721;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Ezkio-Itsaso;alábák;alábák;;Gipuzkoa;Erdialdekoa;hija
170722;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Ezkurra;alabák;alabák;;Nafarroa;Nafarra;hija
170723;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Ezterenzubi;alábak;alábag;;NafarroaBehera;Nafar-Lapurtarra;hija
170724;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Gaintza;alabák;alabák;;Nafarroa;Nafarra;hija
170725;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Gamarte;alabák;alabák;;NafarroaBehera;Nafar-Lapurtarra;hija
170726;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Gamiz-Fika;alábak;alábak;;Bizkaia;Mendebaldekoa;hija
170727;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Garrüze;alabák;alabák;;NafarroaBehera;Nafar-Lapurtarra;hija
170728;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Getaria;alabák;alabák;;Gipuzkoa;Erdialdekoa;hija
170729;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Getxo;alábak;alábak;;Bizkaia;Mendebaldekoa;hija
170730;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Gizaburuaga;alábak;alábak;;Bizkaia;Mendebaldekoa;hija
170731;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Goizueta;alabák;alabák;;Nafarroa;Nafarra;hija
170732;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Hazparne;alabák;alabák;;Lapurdi;Nafar-Lapurtarra;hija
170733;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Hendaia;alabák;alabák;;Lapurdi;Nafar-Lapurtarra;hija
170735;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Hondarribia;alábak;alábak;;Gipuzkoa;Erdialdekoa;hija
170736;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Ibarruri (Muxika);alábak;alábak;;Bizkaia;Mendebaldekoa;hija
170737;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Igoa;alabák;alabák;;Nafarroa;Nafarra;hija
170738;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Ikaztegieta;alabak;alabak;;Gipuzkoa;Erdialdekoa;hija
170739;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Irisarri;alabák;alabák;;NafarroaBehera;Nafar-Lapurtarra;hija
170740;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Itsasu;alabák;alabák;;Lapurdi;Nafar-Lapurtarra;hija
170741;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Izturitze;alhabák;alhabák;;NafarroaBehera;Nafar-Lapurtarra;hija
170742;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Jaurrieta;alábak;alábag;;Nafarroa;Nafarra;hija
170743;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Jutsi;alhábak;alhábak;;NafarroaBehera;Nafar-Lapurtarra;hija
170744;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Kortezubi;álabak;álabak;;Bizkaia;Mendebaldekoa;hija
170745;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Landibarre;alabák;alabák;;NafarroaBehera;Nafar-Lapurtarra;hija
170746;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Larrabetzu;álabak;álabak;;Bizkaia;Mendebaldekoa;hija
170747;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Larraine;alhabák;alhabák;;Zuberoa;Zuberotarra;hija
170748;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Larzabale;alhabák;alhabák;;NafarroaBehera;Nafar-Lapurtarra;hija
170750;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Laukiz;alábak;alábak;;Bizkaia;Mendebaldekoa;hija
170751;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Legazpi;alabak;alabak;;Gipuzkoa;Erdialdekoa;hija
170752;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Leintz Gatzaga;alábak;alábak;;Gipuzkoa;Mendebaldekoa;hija
170753;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Leioa;alábak;alábak;;Bizkaia;Mendebaldekoa;hija
170754;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Leitza;alabák;alabák;;Nafarroa;Nafarra;hija
170755;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Lekaroz;alábak;alábak;;Nafarroa;Nafarra;hija
170756;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Lekeitio;alábak;alábak;;Bizkaia;Mendebaldekoa;hija
170757;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Lemoa;álabak;álabak;;Bizkaia;Mendebaldekoa;hija
170758;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Lemoiz;alábak;alábak;;Bizkaia;Mendebaldekoa;hija
170759;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Luzaide / Valcarlos;álabak;álabak;;Nafarroa;Nafarra;hija
170760;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Makea;alabák;alabák;;Lapurdi;Nafar-Lapurtarra;hija
170761;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Mañaria;álabák;álabák;;Bizkaia;Mendebaldekoa;hija
170762;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Mendaro;alábak;alábak;;Gipuzkoa;Mendebaldekoa;hija
170763;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Mendata;alábak;alábak;;Bizkaia;Mendebaldekoa;hija
170765;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Montori;alhabák;alhabák;;Zuberoa;Zuberotarra;hija
170766;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Mugerre;alábak;alábak;;Lapurdi;Nafar-Lapurtarra;hija
170767;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Mungia;alábak;alábak;;Bizkaia;Mendebaldekoa;hija
170768;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Oderitz;álabák;álabák;;Nafarroa;Nafarra;hija
170769;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Oiartzun;alabák;alabák;;Gipuzkoa;Erdialdekoa;hija
170770;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Oñati;alábak;alábak;;Gipuzkoa;Mendebaldekoa;hija
170771;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Ondarroa;alábak;alábak;;Bizkaia;Mendebaldekoa;hija
170772;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Orexa;álabák;álabák;;Gipuzkoa;Erdialdekoa;hija
170773;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Orio;alabák;alabák;;Gipuzkoa;Erdialdekoa;hija
170774;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Orozko;alábak;alábak;;Bizkaia;Mendebaldekoa;hija
170775;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Otxandio;álabak;álabak;;Bizkaia;Mendebaldekoa;hija
170776;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Pagola;alhabak;alhabak;;Zuberoa;Zuberotarra;hija
170777;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Pasaia;alabák;alabák;;Gipuzkoa;Erdialdekoa;hija
170778;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Santa Grazi;alhabák;alhabák;;Zuberoa;Zuberotarra;hija
170779;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Sara;alabák;alabák;;Lapurdi;Nafar-Lapurtarra;hija
170780;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Senpere;alábak;alábak;;Lapurdi;Nafar-Lapurtarra;hija
170781;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Sohüta;alhábak;alhábak;;Zuberoa;Zuberotarra;hija
170782;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Sondika;alábak;alábak;;Bizkaia;Mendebaldekoa;hija
170783;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Suarbe;álabák;álabák;;Nafarroa;Nafarra;hija
170784;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Suarbe;alábak;alábak;;Nafarroa;Nafarra;hija
170785;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Sunbilla;alábak;alábak;;Nafarroa;Nafarra;hija
170786;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Tolosa;alabák;alabák;;Gipuzkoa;Erdialdekoa;hija
170787;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Uharte Garazi;alabák;alabák;;NafarroaBehera;Nafar-Lapurtarra;hija
170788;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Urdiain;alabák;alabák;;Nafarroa;Nafarra;hija
170789;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Urdiñarbe;alhábak;alhábak;;Zuberoa;Zuberotarra;hija
170790;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Urketa;alabák;alabák;;Lapurdi;Nafar-Lapurtarra;hija
170791;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Urretxu;alabák;alabák;;Gipuzkoa;Erdialdekoa;hija
170792;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Ürrüstoi;alhabák;alhabák;;Zuberoa;Zuberotarra;hija
170793;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Uztaritze;alábak;alábak;;Lapurdi;Nafar-Lapurtarra;hija
170794;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Zaratamo;alábak;alábak;;Bizkaia;Mendebaldekoa;hija
170795;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Zeanuri;álabak;álabak;;Bizkaia;Mendebaldekoa;hija
170796;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Zeberio;alábak;alábak;;Bizkaia;Mendebaldekoa;hija
170797;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Zegama;alábák;alábák;;Gipuzkoa;Erdialdekoa;hija
170798;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Zilbeti;alábak;alábag;;Nafarroa;Nafarra;hija
170800;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Zornotza;alábak;alábak;;Bizkaia;Mendebaldekoa;hija
170801;1028;Izen morfologia: izen arrunten deklinabide;a + ak;Zugarramurdi;álabák;álabák;;Nafarroa;Nafarra;hija
170804;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Ahetze;alabák;alabák;;Lapurdi;Nafar-Lapurtarra;hija
170805;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Aia;alabák;alabák;;Gipuzkoa;Erdialdekoa;hija
170806;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Aia;álabak;álabak;;Gipuzkoa;Erdialdekoa;hija
170807;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Aldude;alabák;alabák;;NafarroaBehera;Nafar-Lapurtarra;hija
170808;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Alkotz;alábak;alábak;;Nafarroa;Nafarra;hija
170809;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Altzai;alhabák;alhabák;;Zuberoa;Zuberotarra;hija
170810;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Altzürükü;alhabák;alhabák;;Zuberoa;Zuberotarra;hija
170811;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Amezketa;alábák;alábák;;Gipuzkoa;Erdialdekoa;hija
170812;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Andoain;alabák;alabák;;Gipuzkoa;Erdialdekoa;hija
170813;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Aniz;alábak;alábag;;Nafarroa;Nafarra;hija
170814;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Aramaio;alábiek;alábiek;;Araba;Mendebaldekoa;hija
170815;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Aramaio;alábjek;alábiek;;Araba;Mendebaldekoa;hija
170816;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Araotz (Oñati);alábiek;alábiek;;Gipuzkoa;Mendebaldekoa;hija
170817;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Araotz (Oñati);alábjek;alábiek;;Gipuzkoa;Mendebaldekoa;hija
170818;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Arbizu;álabak;álabak;;Nafarroa;Nafarra;hija
170820;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Armendaritze;alabák;alabág;;NafarroaBehera;Nafar-Lapurtarra;hija
170821;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Arnegi;alabák;alabák;;NafarroaBehera;Nafar-Lapurtarra;hija
170822;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Arrangoitze;alabák;alabák;;Lapurdi;Nafar-Lapurtarra;hija
170823;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Arrasate;alábiek;alábiek;;Gipuzkoa;Mendebaldekoa;hija
170824;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Arrasate;alábjek;alábiek;;Gipuzkoa;Mendebaldekoa;hija
170825;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Arrazola (Atxondo);alábiek;alábiek;;Bizkaia;Mendebaldekoa;hija
170826;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Arrazola (Atxondo);alábjek;alábiek;;Bizkaia;Mendebaldekoa;hija
170827;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Arrieta;alábiék;alábiék;;Bizkaia;Mendebaldekoa;hija
170829;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Arrueta;álabák;álabák;;NafarroaBehera;Nafar-Lapurtarra;hija
170830;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Asteasu;alabák;alabák;;Gipuzkoa;Erdialdekoa;hija
170831;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Ataun;álabák;álabák;;Gipuzkoa;Erdialdekoa;hija
170832;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Azkaine;álabák;álabák;;Lapurdi;Nafar-Lapurtarra;hija
170833;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Azkoitia;alabák;alabák;;Gipuzkoa;Erdialdekoa;hija
170834;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Azpeitia;alábak;alábak;;Gipuzkoa;Erdialdekoa;hija
170835;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Baigorri;alabák;alabák;;NafarroaBehera;Nafar-Lapurtarra;hija
170836;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Bakio;alabíek;alabíek;;Bizkaia;Mendebaldekoa;hija
170837;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Bardoze;alabák;alabák;;Lapurdi;Nafar-Lapurtarra;hija
170838;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Barkoxe;alhabák;alhabák;;Zuberoa;Zuberotarra;hija
170839;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Bastida;alhabák;alhabák;;NafarroaBehera;Nafar-Lapurtarra;hija
170840;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Beasain;alábák;alábák;;Gipuzkoa;Erdialdekoa;hija
170841;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Behorlegi;alabák;alabák;;NafarroaBehera;Nafar-Lapurtarra;hija
170842;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Beizama;alábak;alábak;;Gipuzkoa;Erdialdekoa;hija
170843;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Bergara;alabíak;alabíak;;Gipuzkoa;Mendebaldekoa;hija
170844;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Bergara;alabi;alabi;;Gipuzkoa;Mendebaldekoa;hija
170845;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Bermeo;alabíek;alabíek;;Bizkaia;Mendebaldekoa;hija
170846;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Berriz;alábiek;alábiek;;Bizkaia;Mendebaldekoa;hija
170847;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Berriz;alábjek;alábiek;;Bizkaia;Mendebaldekoa;hija
170848;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Beruete;alábak;alábak;;Nafarroa;Nafarra;hija
170849;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Beskoitze;alabák;alabák;;Lapurdi;Nafar-Lapurtarra;hija
170850;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Bidarrai;alabák;alabág;;NafarroaBehera;Nafar-Lapurtarra;hija
170853;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Busturia;alábiek;alábiek;;Bizkaia;Mendebaldekoa;hija
170854;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Busturia;alábjek;alábiek;;Bizkaia;Mendebaldekoa;hija
170855;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Deba;alabák;alabák;;Gipuzkoa;Mendebaldekoa;hija
170856;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Dima;alabéak;alabéak;;Bizkaia;Mendebaldekoa;hija
170857;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Domintxaine;alabák;alabák;;Zuberoa;Zuberotarra;hija
170858;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Donamaria;álabák;álabák;;Nafarroa;Nafarra;hija
170859;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Donibane Lohizune;alábak;arrébag;;Lapurdi;Nafar-Lapurtarra;hija
170861;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Dorrao / Torrano;alabák;alabák;;Nafarroa;Nafarra;hija
170864;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Elantxobe;alábiek;alábiek;;Bizkaia;Mendebaldekoa;hija
170865;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Elantxobe;alábjek;alábiek;;Bizkaia;Mendebaldekoa;hija
170866;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Elduain;alábak;alábak;;Gipuzkoa;Erdialdekoa;hija
170867;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Elgoibar;alábak;alábak;;Gipuzkoa;Mendebaldekoa;hija
170868;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Elorrio;alábiek;alábiek;;Bizkaia;Mendebaldekoa;hija
170869;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Elorrio;alábjek;alábiek;;Bizkaia;Mendebaldekoa;hija
170871;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Errezil;alabák;alabák;;Gipuzkoa;Erdialdekoa;hija
170872;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Errigoiti;alábiék;alábiék;;Bizkaia;Mendebaldekoa;hija
170873;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Eskiula;alhabák;alhabák;;Zuberoa;Zuberotarra;hija
170874;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Etxalar;alábak;alábag;;Nafarroa;Nafarra;hija
170875;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Etxaleku;álabák;álabák;;Nafarroa;Nafarra;hija
170876;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Etxarri (Larraun);alábak;alábak;;Nafarroa;Nafarra;hija
170877;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Etxarri (Larraun);alabák;alabák;;Nafarroa;Nafarra;hija
170882;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Eugi;alábak;alábak;;Nafarroa;Nafarra;hija
170883;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Ezkio-Itsaso;alábák;alábák;;Gipuzkoa;Erdialdekoa;hija
170884;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Ezkio-Itsaso;alábak;alábak;;Gipuzkoa;Erdialdekoa;hija
170885;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Ezkurra;alábak;alábak;;Nafarroa;Nafarra;hija
170886;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Ezterenzubi;arrebák;arrebák;;NafarroaBehera;Nafar-Lapurtarra;hija
170887;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Gaintza;alabák;alabák;;Nafarroa;Nafarra;hija
170888;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Gaintza;alábák;alábák;;Nafarroa;Nafarra;hija
170889;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Gamarte;alabák;alabág;;NafarroaBehera;Nafar-Lapurtarra;hija
170890;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Gamiz-Fika;alabiák;alábiák;;Bizkaia;Mendebaldekoa;hija
170891;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Garrüze;alabák;alabák;;NafarroaBehera;Nafar-Lapurtarra;hija
170892;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Getaria;alábak;alábak;;Gipuzkoa;Erdialdekoa;hija
170893;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Getxo;alabék;alábek;;Bizkaia;Mendebaldekoa;hija
170894;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Gizaburuaga;alábik;alabík;;Bizkaia;Mendebaldekoa;hija
170895;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Goizueta;alábak;alábak;;Nafarroa;Nafarra;hija
170896;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Hazparne;alabák;alabák;;Lapurdi;Nafar-Lapurtarra;hija
170897;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Hendaia;alabák;alabák;;Lapurdi;Nafar-Lapurtarra;hija
170899;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Hondarribia;alábak;alábak;;Gipuzkoa;Erdialdekoa;hija
170900;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Ibarruri (Muxika);alabíek;alabíek;;Bizkaia;Mendebaldekoa;hija
170901;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Igoa;alabák;alabák;;Nafarroa;Nafarra;hija
170902;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Ikaztegieta;alabak;alabak;;Gipuzkoa;Erdialdekoa;hija
170903;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Irisarri;alabák;alabák;;NafarroaBehera;Nafar-Lapurtarra;hija
170904;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Itsasu;alabák;alabák;;Lapurdi;Nafar-Lapurtarra;hija
170905;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Izturitze;alhabák;alhabák;;NafarroaBehera;Nafar-Lapurtarra;hija
170906;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Jaurrieta;alábak;alábak;;Nafarroa;Nafarra;hija
170907;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Jutsi;alhabák;alhabák;;NafarroaBehera;Nafar-Lapurtarra;hija
170908;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Kortezubi;alabíek;alabíek;;Bizkaia;Mendebaldekoa;hija
170909;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Landibarre;alabák;alabág;;NafarroaBehera;Nafar-Lapurtarra;hija
170910;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Larrabetzu;alábiak;alábiak;;Bizkaia;Mendebaldekoa;hija
170911;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Larraine;alhabák;alhabák;;Zuberoa;Zuberotarra;hija
170912;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Larzabale;alhabák;alhabák;;NafarroaBehera;Nafar-Lapurtarra;hija
170914;1029;Izen morfologia: izen arrunten deklinabide;a + ak;Laukiz;alabék;alabék;;Bizkaia;Mendebaldekoa;hija
